accession	in approved list	organism	life stage	age	assay	tissue/cell line	target	status	description	fileFormat	fileSize	URL	md5sum	assembly	lab	date created	biologicalReplicate	technicalReplicate	run type	read length	control details(@Accession;URL;md5Sum)	friendly name
ENCSR093BYV	NA	mm	embryonic	14.5day	ChIP-seq	neural tube	H3K4me3	released	H3K4me3 ChIP-seq on embryonic 14.5 day mouse neural tube	fastq	727830682	https://www.encodedcc.org/files/ENCFF002AMT/@@download/ENCFF002AMT.fastq.gz	abf93482c23839b89bb0cee1794ad9c3	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR254WNU;https://www.encodedcc.org/files/ENCFF002AQL/@@download/ENCFF002AQL.fastq.gz;5127fb68983b5a67daab0e6eb0da371a@ENCSR254WNU;https://www.encodedcc.org/files/ENCFF002AQO/@@download/ENCFF002AQO.fastq.gz;3da7df56b202a2c4d4584e8db00ffafd	ENCSR093BYV_mm_embryonic_14.5day_neural tube_ChIP-seq_H3K4me3_1_1
ENCSR093BYV	NA	mm	embryonic	14.5day	ChIP-seq	neural tube	H3K4me3	released	H3K4me3 ChIP-seq on embryonic 14.5 day mouse neural tube	fastq	1452267496	https://www.encodedcc.org/files/ENCFF002ANC/@@download/ENCFF002ANC.fastq.gz	4141d7f91f8863125d53e6abca16a7e3	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR254WNU;https://www.encodedcc.org/files/ENCFF002AQL/@@download/ENCFF002AQL.fastq.gz;5127fb68983b5a67daab0e6eb0da371a@ENCSR254WNU;https://www.encodedcc.org/files/ENCFF002AQO/@@download/ENCFF002AQO.fastq.gz;3da7df56b202a2c4d4584e8db00ffafd	ENCSR093BYV_mm_embryonic_14.5day_neural tube_ChIP-seq_H3K4me3_2_1
ENCSR093BYV	NA	mm	embryonic	14.5day	ChIP-seq	neural tube	H3K4me3	released	H3K4me3 ChIP-seq on embryonic 14.5 day mouse neural tube	fastq	472570209	https://www.encodedcc.org/files/ENCFF002AMU/@@download/ENCFF002AMU.fastq.gz	68071d0358468413db0e47ce591e4b70	NA	bing-ren	2014-03-15	1	2	Single-ended	50nt	@ENCSR254WNU;https://www.encodedcc.org/files/ENCFF002AQL/@@download/ENCFF002AQL.fastq.gz;5127fb68983b5a67daab0e6eb0da371a@ENCSR254WNU;https://www.encodedcc.org/files/ENCFF002AQO/@@download/ENCFF002AQO.fastq.gz;3da7df56b202a2c4d4584e8db00ffafd	ENCSR093BYV_mm_embryonic_14.5day_neural tube_ChIP-seq_H3K4me3_1_2
ENCSR050VUZ	NA	mm	postnatal	0day	ChIP-seq	stomach	Control	released	Input control ChIP-seq on postnatal 0 day mouse stomach	fastq	1049445335	https://www.encodedcc.org/files/ENCFF002ARI/@@download/ENCFF002ARI.fastq.gz	68100c7c48a6aea36c02c0e86497e307	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	NA	ENCSR050VUZ_mm_postnatal_0day_stomach_ChIP-seq_Control_1_1
ENCSR050VUZ	NA	mm	postnatal	0day	ChIP-seq	stomach	Control	released	Input control ChIP-seq on postnatal 0 day mouse stomach	fastq	935079262	https://www.encodedcc.org/files/ENCFF002ARL/@@download/ENCFF002ARL.fastq.gz	d3c0797354a0add58fef3be5e0fc496b	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	NA	ENCSR050VUZ_mm_postnatal_0day_stomach_ChIP-seq_Control_2_1
ENCSR889XXJ	NA	mm	postnatal	0day	ChIP-seq	midbrain	Control	released	Input control ChIP-seq on postnatal 0 day mouse midbrain	fastq	1442956148	https://www.encodedcc.org/files/ENCFF002ARJ/@@download/ENCFF002ARJ.fastq.gz	563d8c36b213a4a86af5c7c1b82e4bd0	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR889XXJ_mm_postnatal_0day_midbrain_ChIP-seq_Control_2_1
ENCSR889XXJ	NA	mm	postnatal	0day	ChIP-seq	midbrain	Control	released	Input control ChIP-seq on postnatal 0 day mouse midbrain	fastq	1664737173	https://www.encodedcc.org/files/ENCFF002ARK/@@download/ENCFF002ARK.fastq.gz	cd51f69408e6b67d80ca646112510039	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR889XXJ_mm_postnatal_0day_midbrain_ChIP-seq_Control_1_1
ENCSR241RIG	NA	mm	postnatal	0day	ChIP-seq	lung	Control	released	Input control ChIP-seq on postnatal 0 day mouse lung	fastq	1547759877	https://www.encodedcc.org/files/ENCFF002ARC/@@download/ENCFF002ARC.fastq.gz	a3850b7c7aeeebda140fe2de9cca1bb3	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR241RIG_mm_postnatal_0day_lung_ChIP-seq_Control_1_1
ENCSR241RIG	NA	mm	postnatal	0day	ChIP-seq	lung	Control	released	Input control ChIP-seq on postnatal 0 day mouse lung	fastq	2064375940	https://www.encodedcc.org/files/ENCFF002ARH/@@download/ENCFF002ARH.fastq.gz	fad5c24c991d5635ceedab589e5ca42e	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR241RIG_mm_postnatal_0day_lung_ChIP-seq_Control_2_1
ENCSR617RDY	NA	mm	postnatal	0day	ChIP-seq	liver	Control	released	Input control ChIP-seq on postnatal 0 day mouse liver	fastq	1123295368	https://www.encodedcc.org/files/ENCFF002AQW/@@download/ENCFF002AQW.fastq.gz	9a59ef2908c22504652b0df9b9d9e828	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR617RDY_mm_postnatal_0day_liver_ChIP-seq_Control_2_1
ENCSR617RDY	NA	mm	postnatal	0day	ChIP-seq	liver	Control	released	Input control ChIP-seq on postnatal 0 day mouse liver	fastq	1710740227	https://www.encodedcc.org/files/ENCFF002ARB/@@download/ENCFF002ARB.fastq.gz	1e691cef757318f54812100e416c9df9	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR617RDY_mm_postnatal_0day_liver_ChIP-seq_Control_1_1
ENCSR178MLS	NA	mm	postnatal	0day	ChIP-seq	kidney	Control	released	Input control ChIP-seq on postnatal 0 day mouse kidney	fastq	1640254632	https://www.encodedcc.org/files/ENCFF002AQY/@@download/ENCFF002AQY.fastq.gz	ccbfa4002dc68a121100210bcafc67f8	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR178MLS_mm_postnatal_0day_kidney_ChIP-seq_Control_1_1
ENCSR178MLS	NA	mm	postnatal	0day	ChIP-seq	kidney	Control	released	Input control ChIP-seq on postnatal 0 day mouse kidney	fastq	2461086036	https://www.encodedcc.org/files/ENCFF002ARA/@@download/ENCFF002ARA.fastq.gz	d94516069e13e4723b694ed577a6e093	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR178MLS_mm_postnatal_0day_kidney_ChIP-seq_Control_2_1
ENCSR898PML	NA	mm	postnatal	0day	ChIP-seq	intestine	Control	released	Input control ChIP-seq on postnatal 0 day mouse intestine	fastq	1737032247	https://www.encodedcc.org/files/ENCFF002AQV/@@download/ENCFF002AQV.fastq.gz	1cc26345b6aef787f3cf5963a6bd63da	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR898PML_mm_postnatal_0day_intestine_ChIP-seq_Control_2_1
ENCSR898PML	NA	mm	postnatal	0day	ChIP-seq	intestine	Control	released	Input control ChIP-seq on postnatal 0 day mouse intestine	fastq	1872897513	https://www.encodedcc.org/files/ENCFF002AQZ/@@download/ENCFF002AQZ.fastq.gz	1836eaeee5149ebb0650b1187faec520	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR898PML_mm_postnatal_0day_intestine_ChIP-seq_Control_1_1
ENCSR066SPF	NA	mm	postnatal	0day	ChIP-seq	hindbrain	Control	released	Input control ChIP-seq on postnatal 0 day mouse hindbrain	fastq	1461537579	https://www.encodedcc.org/files/ENCFF002AQT/@@download/ENCFF002AQT.fastq.gz	118641a97ad8cdaaff4f38fe9e95e92c	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR066SPF_mm_postnatal_0day_hindbrain_ChIP-seq_Control_1_1
ENCSR066SPF	NA	mm	postnatal	0day	ChIP-seq	hindbrain	Control	released	Input control ChIP-seq on postnatal 0 day mouse hindbrain	fastq	2462217703	https://www.encodedcc.org/files/ENCFF002AQX/@@download/ENCFF002AQX.fastq.gz	0a46fb9219b77a74246ffe3238f1bb9d	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR066SPF_mm_postnatal_0day_hindbrain_ChIP-seq_Control_2_1
ENCSR334IOH	NA	mm	postnatal	0day	ChIP-seq	heart	Control	released	Input control ChIP-seq on postnatal 0 day mouse heart	fastq	2586132073	https://www.encodedcc.org/files/ENCFF002AQS/@@download/ENCFF002AQS.fastq.gz	b38195163d08da738999cd74dd5a24ba	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR334IOH_mm_postnatal_0day_heart_ChIP-seq_Control_1_1
ENCSR334IOH	NA	mm	postnatal	0day	ChIP-seq	heart	Control	released	Input control ChIP-seq on postnatal 0 day mouse heart	fastq	2311159673	https://www.encodedcc.org/files/ENCFF002AQU/@@download/ENCFF002AQU.fastq.gz	6baf4553aac55425abf81b5e255e488a	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR334IOH_mm_postnatal_0day_heart_ChIP-seq_Control_2_1
ENCSR398NCK	NA	mm	postnatal	0day	ChIP-seq	forebrain	Control	released	Input control ChIP-seq on postnatal 0 day mouse forebrain	fastq	1696888411	https://www.encodedcc.org/files/ENCFF002AQQ/@@download/ENCFF002AQQ.fastq.gz	e0ddf062aa20dce21650e43731d1f695	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	NA	ENCSR398NCK_mm_postnatal_0day_forebrain_ChIP-seq_Control_1_1
ENCSR398NCK	NA	mm	postnatal	0day	ChIP-seq	forebrain	Control	released	Input control ChIP-seq on postnatal 0 day mouse forebrain	fastq	2269204447	https://www.encodedcc.org/files/ENCFF002AQR/@@download/ENCFF002AQR.fastq.gz	488504d24e1be92b548c3fae40b4e2fe	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	NA	ENCSR398NCK_mm_postnatal_0day_forebrain_ChIP-seq_Control_2_1
ENCSR450ITF	NA	mm	embryonic	11.5day	ChIP-seq	midbrain	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 11.5 day mouse midbrain	fastq	1145745086	https://www.encodedcc.org/files/ENCFF001ZSC/@@download/ENCFF001ZSC.fastq.gz	677ab53443b827bb896b58c920e5dc4a	NA	bing-ren	2014-02-25	1	1	Single-ended	36nt	@ENCSR081UQY;https://www.encodedcc.org/files/ENCFF001ZUV/@@download/ENCFF001ZUV.fastq.gz;cfa17d2d40f1bb329f4e51098052eefd@ENCSR081UQY;https://www.encodedcc.org/files/ENCFF001ZUW/@@download/ENCFF001ZUW.fastq.gz;3edb8444bab6101e94bb2b1dae01bec5	ENCSR450ITF_mm_embryonic_11.5day_midbrain_ChIP-seq_H3K4me1_1_1
ENCSR450ITF	NA	mm	embryonic	11.5day	ChIP-seq	midbrain	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 11.5 day mouse midbrain	fastq	1202764937	https://www.encodedcc.org/files/ENCFF001ZSD/@@download/ENCFF001ZSD.fastq.gz	2295d4e367c3fd97283e06068fde63ed	NA	bing-ren	2014-02-25	2	1	Single-ended	36nt	@ENCSR081UQY;https://www.encodedcc.org/files/ENCFF001ZUV/@@download/ENCFF001ZUV.fastq.gz;cfa17d2d40f1bb329f4e51098052eefd@ENCSR081UQY;https://www.encodedcc.org/files/ENCFF001ZUW/@@download/ENCFF001ZUW.fastq.gz;3edb8444bab6101e94bb2b1dae01bec5	ENCSR450ITF_mm_embryonic_11.5day_midbrain_ChIP-seq_H3K4me1_2_1
ENCSR288LNF	NA	mm	postnatal	0day	ChIP-seq	stomach	H3K4me2	released	H3K4me2 ChIP-seq on postnatal 0 day mouse stomach	fastq	1389144444	https://www.encodedcc.org/files/ENCFF002AMA/@@download/ENCFF002AMA.fastq.gz	7415481104ba4d1ead88c15c4a0b5b4f	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARI/@@download/ENCFF002ARI.fastq.gz;68100c7c48a6aea36c02c0e86497e307@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARL/@@download/ENCFF002ARL.fastq.gz;d3c0797354a0add58fef3be5e0fc496b	ENCSR288LNF_mm_postnatal_0day_stomach_ChIP-seq_H3K4me2_2_1
ENCSR288LNF	NA	mm	postnatal	0day	ChIP-seq	stomach	H3K4me2	released	H3K4me2 ChIP-seq on postnatal 0 day mouse stomach	fastq	1575399192	https://www.encodedcc.org/files/ENCFF002AMC/@@download/ENCFF002AMC.fastq.gz	5b89a165c0ef0819201dfdb7ccd4b064	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARI/@@download/ENCFF002ARI.fastq.gz;68100c7c48a6aea36c02c0e86497e307@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARL/@@download/ENCFF002ARL.fastq.gz;d3c0797354a0add58fef3be5e0fc496b	ENCSR288LNF_mm_postnatal_0day_stomach_ChIP-seq_H3K4me2_1_1
ENCSR340VNK	NA	mm	postnatal	0day	ChIP-seq	lung	H3K4me2	released	H3K4me2 ChIP-seq on postnatal 0 day mouse lung	fastq	1116077779	https://www.encodedcc.org/files/ENCFF002ALV/@@download/ENCFF002ALV.fastq.gz	6fb7b17f9570a3dc8329498010930885	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARC/@@download/ENCFF002ARC.fastq.gz;a3850b7c7aeeebda140fe2de9cca1bb3@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARH/@@download/ENCFF002ARH.fastq.gz;fad5c24c991d5635ceedab589e5ca42e	ENCSR340VNK_mm_postnatal_0day_lung_ChIP-seq_H3K4me2_1_1
ENCSR340VNK	NA	mm	postnatal	0day	ChIP-seq	lung	H3K4me2	released	H3K4me2 ChIP-seq on postnatal 0 day mouse lung	fastq	1487993902	https://www.encodedcc.org/files/ENCFF002AMB/@@download/ENCFF002AMB.fastq.gz	d06a88f800242ee46bebdc4558b57277	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARC/@@download/ENCFF002ARC.fastq.gz;a3850b7c7aeeebda140fe2de9cca1bb3@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARH/@@download/ENCFF002ARH.fastq.gz;fad5c24c991d5635ceedab589e5ca42e	ENCSR340VNK_mm_postnatal_0day_lung_ChIP-seq_H3K4me2_2_1
ENCSR516TYD	NA	mm	postnatal	0day	ChIP-seq	kidney	H3K4me2	released	H3K4me2 ChIP-seq on postnatal 0 day mouse kidney	fastq	1844898228	https://www.encodedcc.org/files/ENCFF002ALR/@@download/ENCFF002ALR.fastq.gz	4ac50bf91a1b13dbf5a406b0f423b8b7	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002AQY/@@download/ENCFF002AQY.fastq.gz;ccbfa4002dc68a121100210bcafc67f8@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002ARA/@@download/ENCFF002ARA.fastq.gz;d94516069e13e4723b694ed577a6e093	ENCSR516TYD_mm_postnatal_0day_kidney_ChIP-seq_H3K4me2_2_1
ENCSR516TYD	NA	mm	postnatal	0day	ChIP-seq	kidney	H3K4me2	released	H3K4me2 ChIP-seq on postnatal 0 day mouse kidney	fastq	2128765514	https://www.encodedcc.org/files/ENCFF002ALU/@@download/ENCFF002ALU.fastq.gz	7f7c28fc2a2ae9432bc22668f8a7521f	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002AQY/@@download/ENCFF002AQY.fastq.gz;ccbfa4002dc68a121100210bcafc67f8@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002ARA/@@download/ENCFF002ARA.fastq.gz;d94516069e13e4723b694ed577a6e093	ENCSR516TYD_mm_postnatal_0day_kidney_ChIP-seq_H3K4me2_1_1
ENCSR333ZWB	NA	mm	postnatal	0day	ChIP-seq	intestine	H3K4me2	released	H3K4me2 ChIP-seq on postnatal 0 day mouse intestine	fastq	1476754427	https://www.encodedcc.org/files/ENCFF002ALP/@@download/ENCFF002ALP.fastq.gz	b99b0a52bd56c68f845a7ace863108f4	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQV/@@download/ENCFF002AQV.fastq.gz;1cc26345b6aef787f3cf5963a6bd63da@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQZ/@@download/ENCFF002AQZ.fastq.gz;1836eaeee5149ebb0650b1187faec520	ENCSR333ZWB_mm_postnatal_0day_intestine_ChIP-seq_H3K4me2_2_1
ENCSR333ZWB	NA	mm	postnatal	0day	ChIP-seq	intestine	H3K4me2	released	H3K4me2 ChIP-seq on postnatal 0 day mouse intestine	fastq	1512477500	https://www.encodedcc.org/files/ENCFF002ALT/@@download/ENCFF002ALT.fastq.gz	33a9ad4b8b25e4b314a8d1ab435ea03a	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQV/@@download/ENCFF002AQV.fastq.gz;1cc26345b6aef787f3cf5963a6bd63da@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQZ/@@download/ENCFF002AQZ.fastq.gz;1836eaeee5149ebb0650b1187faec520	ENCSR333ZWB_mm_postnatal_0day_intestine_ChIP-seq_H3K4me2_1_1
ENCSR940CMI	NA	mm	postnatal	0day	ChIP-seq	stomach	H3K4me1	released	H3K4me1 ChIP-seq on postnatal 0 day mouse stomach	fastq	1526368584	https://www.encodedcc.org/files/ENCFF002AKK/@@download/ENCFF002AKK.fastq.gz	c5cfe445adbec2deed69b699dac418bf	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARI/@@download/ENCFF002ARI.fastq.gz;68100c7c48a6aea36c02c0e86497e307@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARL/@@download/ENCFF002ARL.fastq.gz;d3c0797354a0add58fef3be5e0fc496b	ENCSR940CMI_mm_postnatal_0day_stomach_ChIP-seq_H3K4me1_1_1
ENCSR940CMI	NA	mm	postnatal	0day	ChIP-seq	stomach	H3K4me1	released	H3K4me1 ChIP-seq on postnatal 0 day mouse stomach	fastq	1640966912	https://www.encodedcc.org/files/ENCFF002AKM/@@download/ENCFF002AKM.fastq.gz	d419b0a635f75413f1ffc9fb8a052916	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARI/@@download/ENCFF002ARI.fastq.gz;68100c7c48a6aea36c02c0e86497e307@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARL/@@download/ENCFF002ARL.fastq.gz;d3c0797354a0add58fef3be5e0fc496b	ENCSR940CMI_mm_postnatal_0day_stomach_ChIP-seq_H3K4me1_2_1
ENCSR523IIH	NA	mm	postnatal	0day	ChIP-seq	lung	H3K4me1	released	H3K4me1 ChIP-seq on postnatal 0 day mouse lung	fastq	1293667316	https://www.encodedcc.org/files/ENCFF002AKG/@@download/ENCFF002AKG.fastq.gz	2cdd2cedf8ccefdcb62cabea081d19b8	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARC/@@download/ENCFF002ARC.fastq.gz;a3850b7c7aeeebda140fe2de9cca1bb3@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARH/@@download/ENCFF002ARH.fastq.gz;fad5c24c991d5635ceedab589e5ca42e	ENCSR523IIH_mm_postnatal_0day_lung_ChIP-seq_H3K4me1_2_1
ENCSR523IIH	NA	mm	postnatal	0day	ChIP-seq	lung	H3K4me1	released	H3K4me1 ChIP-seq on postnatal 0 day mouse lung	fastq	2728674208	https://www.encodedcc.org/files/ENCFF002AKJ/@@download/ENCFF002AKJ.fastq.gz	589ddb42d8c43d73a28e9eb4f7fa6f1e	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARC/@@download/ENCFF002ARC.fastq.gz;a3850b7c7aeeebda140fe2de9cca1bb3@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARH/@@download/ENCFF002ARH.fastq.gz;fad5c24c991d5635ceedab589e5ca42e	ENCSR523IIH_mm_postnatal_0day_lung_ChIP-seq_H3K4me1_1_1
ENCSR674PZU	NA	mm	postnatal	0day	ChIP-seq	kidney	H3K4me1	released	H3K4me1 ChIP-seq on postnatal 0 day mouse kidney	fastq	896963237	https://www.encodedcc.org/files/ENCFF002BGP/@@download/ENCFF002BGP.fastq.gz	859dcaf8a0db1508cc00c4a4b53d5f36	NA	bing-ren	2014-04-29	1	1	Single-ended	36nt	@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002AQY/@@download/ENCFF002AQY.fastq.gz;ccbfa4002dc68a121100210bcafc67f8@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002ARA/@@download/ENCFF002ARA.fastq.gz;d94516069e13e4723b694ed577a6e093	ENCSR674PZU_mm_postnatal_0day_kidney_ChIP-seq_H3K4me1_1_1
ENCSR674PZU	NA	mm	postnatal	0day	ChIP-seq	kidney	H3K4me1	released	H3K4me1 ChIP-seq on postnatal 0 day mouse kidney	fastq	1555009973	https://www.encodedcc.org/files/ENCFF002BGW/@@download/ENCFF002BGW.fastq.gz	6fb260775d16956383831b04ea6b0e0e	NA	bing-ren	2014-04-29	2	1	Single-ended	36nt	@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002AQY/@@download/ENCFF002AQY.fastq.gz;ccbfa4002dc68a121100210bcafc67f8@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002ARA/@@download/ENCFF002ARA.fastq.gz;d94516069e13e4723b694ed577a6e093	ENCSR674PZU_mm_postnatal_0day_kidney_ChIP-seq_H3K4me1_2_1
ENCSR159RVN	NA	mm	postnatal	0day	ChIP-seq	intestine	H3K4me1	released	H3K4me1 ChIP-seq on postnatal 0 day mouse intestine	fastq	1499418491	https://www.encodedcc.org/files/ENCFF002AKC/@@download/ENCFF002AKC.fastq.gz	21eaffc33d425b327f12df93dbe56bd2	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQV/@@download/ENCFF002AQV.fastq.gz;1cc26345b6aef787f3cf5963a6bd63da@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQZ/@@download/ENCFF002AQZ.fastq.gz;1836eaeee5149ebb0650b1187faec520	ENCSR159RVN_mm_postnatal_0day_intestine_ChIP-seq_H3K4me1_1_1
ENCSR159RVN	NA	mm	postnatal	0day	ChIP-seq	intestine	H3K4me1	released	H3K4me1 ChIP-seq on postnatal 0 day mouse intestine	fastq	1651577599	https://www.encodedcc.org/files/ENCFF002AKI/@@download/ENCFF002AKI.fastq.gz	56b3744e2a93e113ccc5935673c9e646	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQV/@@download/ENCFF002AQV.fastq.gz;1cc26345b6aef787f3cf5963a6bd63da@ENCSR898PML;https://www.encodedcc.org/files/ENCFF002AQZ/@@download/ENCFF002AQZ.fastq.gz;1836eaeee5149ebb0650b1187faec520	ENCSR159RVN_mm_postnatal_0day_intestine_ChIP-seq_H3K4me1_2_1
ENCSR346FJG	NA	mm	postnatal	0day	ChIP-seq	stomach	H3K27ac	released	H3K27ac ChIP-seq on postnatal 0 day mouse stomach	fastq	1737324687	https://www.encodedcc.org/files/ENCFF002AGB/@@download/ENCFF002AGB.fastq.gz	ab2d44d2e8702113789a70ea56ee396f	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARI/@@download/ENCFF002ARI.fastq.gz;68100c7c48a6aea36c02c0e86497e307@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARL/@@download/ENCFF002ARL.fastq.gz;d3c0797354a0add58fef3be5e0fc496b	ENCSR346FJG_mm_postnatal_0day_stomach_ChIP-seq_H3K27ac_2_1
ENCSR346FJG	NA	mm	postnatal	0day	ChIP-seq	stomach	H3K27ac	released	H3K27ac ChIP-seq on postnatal 0 day mouse stomach	fastq	2084070667	https://www.encodedcc.org/files/ENCFF002AGI/@@download/ENCFF002AGI.fastq.gz	4e1afe574d5fe30a798aa6b2ee1d7e7b	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARI/@@download/ENCFF002ARI.fastq.gz;68100c7c48a6aea36c02c0e86497e307@ENCSR050VUZ;https://www.encodedcc.org/files/ENCFF002ARL/@@download/ENCFF002ARL.fastq.gz;d3c0797354a0add58fef3be5e0fc496b	ENCSR346FJG_mm_postnatal_0day_stomach_ChIP-seq_H3K27ac_1_1
ENCSR884MYD	NA	mm	postnatal	0day	ChIP-seq	lung	H3K27ac	released	H3K27ac ChIP-seq on postnatal 0 day mouse lung	fastq	1426312813	https://www.encodedcc.org/files/ENCFF002AFN/@@download/ENCFF002AFN.fastq.gz	3b894e22e2c9d6b29d666db2be9fee72	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARC/@@download/ENCFF002ARC.fastq.gz;a3850b7c7aeeebda140fe2de9cca1bb3@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARH/@@download/ENCFF002ARH.fastq.gz;fad5c24c991d5635ceedab589e5ca42e	ENCSR884MYD_mm_postnatal_0day_lung_ChIP-seq_H3K27ac_1_1
ENCSR884MYD	NA	mm	postnatal	0day	ChIP-seq	lung	H3K27ac	released	H3K27ac ChIP-seq on postnatal 0 day mouse lung	fastq	1190633560	https://www.encodedcc.org/files/ENCFF002AFT/@@download/ENCFF002AFT.fastq.gz	34067b5652a9713e64b7af0806f42087	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARC/@@download/ENCFF002ARC.fastq.gz;a3850b7c7aeeebda140fe2de9cca1bb3@ENCSR241RIG;https://www.encodedcc.org/files/ENCFF002ARH/@@download/ENCFF002ARH.fastq.gz;fad5c24c991d5635ceedab589e5ca42e	ENCSR884MYD_mm_postnatal_0day_lung_ChIP-seq_H3K27ac_2_1
ENCSR140YPL	NA	mm	postnatal	0day	ChIP-seq	kidney	H3K27ac	released	H3K27ac ChIP-seq on postnatal 0 day mouse kidney	fastq	1713711961	https://www.encodedcc.org/files/ENCFF002AFR/@@download/ENCFF002AFR.fastq.gz	85afc59c01ef620ed161b87c97035d89	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002AQY/@@download/ENCFF002AQY.fastq.gz;ccbfa4002dc68a121100210bcafc67f8@ENCSR178MLS;https://www.encodedcc.org/files/ENCFF002ARA/@@download/ENCFF002ARA.fastq.gz;d94516069e13e4723b694ed577a6e093	ENCSR140YPL_mm_postnatal_0day_kidney_ChIP-seq_H3K27ac_2_1
